100000,372.7386317,115.7916722
51089.69775,354.4845405,127.807349
26101.57216,330.5736045,142.0330594
13335.21432,300.2010941,156.3956874
6812.920691,263.5680047,167.6019411
3480.700588,221.8335042,172.1737737
1778.27941,179.4891895,168.3071552
908.517576,139.7914056,156.7970727
464.158883,104.4663542,138.5366321
237.137371,78.86411546,119.7880553
121.152766,59.96504594,101.4817127
61.896582,45.23770337,83.66223479
31.622777,34.47238929,68.18089489
16.155981,26.68128868,55.0620383
8.254042,20.97038193,44.09175017
4.216965,16.95450059,35.36552687
2.154435,13.88755416,28.1835642
1.100694,11.64343788,22.50797612
0.562341,9.926612512,17.92045055
0.287298,8.604935452,14.27346132
0.14678,7.572421164,11.39183336
0.074989,6.7518821,9.087171061
0.038312,6.097348101,7.259996346
0.019573,5.569463293,5.792398467
0.01,5.157712078,4.591272161