10000,95.56350339,12.27710556
7498.942093,94.3339357,13.49626916
5623.413252,92.82990074,15.27910311
4216.965034,90.79567088,17.91078633
3162.27766,88.0583282,21.33695573
2371.373706,84.15576472,25.30410171
1778.27941,78.94673971,29.39617844
1333.521432,71.89911092,33.22147127
1000,62.95345307,36.09607388
749.894209,53.75200917,37.06531379
562.341325,44.92407325,36.22885719
421.696503,36.35241003,33.69477289
316.227766,29.1927967,30.02928979
237.137371,23.54221041,25.8972418
177.827941,19.1928683,21.77679999
133.352143,16.0532753,18.12757007
100,13.69398181,14.8758138
74.989421,11.97241979,12.19401765
56.234133,10.66933122,9.937135578
42.16965,9.689429972,8.107792309
31.622777,8.895003626,6.638505814
23.713737,8.276310287,5.468157424
17.782794,7.739928838,4.512850845
13.335214,7.289585697,3.753400875
10,6.88947393,3.166722536